RC1N35D100T18V11p	1.08572e-311	1840.03	0	3.72066e-103	9.9869e-313	100	2.37152e-322	0	9.9869e-313	1e+08	0	0	0	9.9869e-313
RC1N35D100T18V12p	1.3349e-311	7154.2	0	3.72066e-103	3.26194e-312	100	2.37152e-322	0	3.26194e-312	1e+08	0	0	0	3.26194e-312
RC1N35D100T18V13p	1.15842e-311	1896.16	0	3.72066e-103	2.17596e-312	100	2.37152e-322	0	2.17596e-312	1e+08	0	0	0	2.17596e-312
RC1N35D100T18V14p	1.19213e-311	2968.28	0	3.72066e-103	3.8394e-312	100	2.37152e-322	0	3.8394e-312	1e+08	0	0	0	3.8394e-312
RC1N35D100T24V10p	1.12534e-311	3611.99	0	3.72066e-103	5.24512e-312	100	2.37152e-322	0	5.24512e-312	1e+08	0	0	0	5.24512e-312
RC1N35D100T24V11p	9.19207e-312	1889.97	0	3.72066e-103	3.43674e-312	100	2.37152e-322	0	3.43674e-312	1e+08	0	0	0	3.43674e-312
RC1N35D100T24V13p	7.92999e-312	1957.29	0	3.72066e-103	2.39167e-313	100	2.37152e-322	0	2.39167e-313	1e+08	0	0	0	2.39167e-313
RC1N35D100T24V14p	1.26503e-311	6769.97	0	3.72066e-103	4.60743e-312	100	2.37152e-322	0	4.60743e-312	1e+08	0	0	0	4.60743e-312
R1N25D100T18V10p	356.667	5.957	4449	358	0.274	0.372439	2.37152e-322	523	2.101	356.667	0	0	0	0.372439
R1N25D100T18V11p	328.5	3.91	2847	330	0.154	0.454545	2.37152e-322	351	2.053	328.5	0	0	0	0.454545
R1N25D100T18V12p	326	6.273	3555	326	0.163	0	2.37152e-322	0	5.41865e-312	326	0	0	0	0
R1N25D100T18V13p	339.5	5.748	3614	341	0.155	0.439883	2.37152e-322	383	2.117	339.5	0	0	0	0.439883
R1N25D100T18V14p	330	6.017	3999	330	0.139	0	2.37152e-322	0	4.83158e-312	330	0	0	0	0
R1N25D100T24V10p	460	10.138	4533	460	0.325	0	2.37152e-322	0	4.62834e-312	460	0	0	0	0
